region,channel,product_category,customer_segment,revenue_level,budget_level,reach_level,id,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue,year,month,day,hour
north,tv,General,Premium,low,medium,medium,10796,6.75,6.75,0.4377,123.0,2877,0.0231,3.79,1.0,90.0,159.25,74.20301402277254,2010,3,31,12
north,search,General,Premium,medium,low,medium,10797,1.25,1.25,0.2199,434.0,7022,0.0024,5.5,-1.0000000000000002,35.565597137138354,783.34,134.15872893616074,2010,9,8,13
north,social media,General,Premium,high,high,high,10798,59.400000000000006,4.95,0.2397,573.0,13963,0.0495,4.39,0.3660254037844379,90.0,272066.83,175.3611544748298,2011,11,11,10
north,search,Storage,Premium,medium,medium,medium,10799,5.85,1.95,0.0218,163.0,3336,0.0679,1.16,1.3660254037844388,14.0,4766.4800000000005,163.3259852251072,2010,2,28,15
north,social media,General,Premium,medium,high,medium,10800,25.200000000000003,2.1,0.0729,553.0,9397,0.0472,4.41,0.3660254037844379,21.0,664.0500000000001,158.254070191938,2010,11,16,10
north,search,General,Premium,medium,medium,medium,10801,17.700000000000003,2.95,0.1769,314.0,6346,0.1158,4.32,1.3660254037844388,21.0,667.0000000000001,151.97930369410247,2011,2,24,15
north,social media,Stationery,Premium,medium,medium,medium,10802,5.1,0.85,0.149,144.0,3023,0.0548,4.03,-1.0,28.0,739.99,148.75176709338336,2010,6,9,13
north,influencer,Storage,Premium,medium,high,medium,10803,33.0,1.65,0.23004464482458684,268.0,2960,0.025,4.57,0.3660254037844379,14.0,39667.19,160.47857119309123,2010,11,29,13
north,email,General,Premium,high,medium,medium,10804,7.800000000000001,0.65,0.2365,169.0,4426,0.0742,2.84,1.0,90.0,4456.14,192.8531923950408,2011,3,17,18
north,search,Seasonal,Standard,medium,medium,high,10805,17.700000000000003,2.95,0.1891,874.0,13260,0.0027,7.67,-0.3660254037844385,90.0,173.87,109.37867616470716,2010,10,7,15
north,affiliate,General,Premium,high,medium,high,10806,13.52,1.69,0.0411,1010.0,18559,0.0257,2.61,0.3660254037844379,7.0,1396.14,164.77379157621525,2011,11,16,13
north,tv,Seasonal,Premium,medium,medium,high,10807,14.75,2.95,0.3063,350.0,11693,0.258,1.78,-0.3660254037844385,14.0,6410.25,144.79612215691262,2011,10,30,12
north,social media,General,Premium,medium,medium,low,10808,11.9,5.95,0.3467,41.0,1346,0.0671,2.39,0.3660254037844379,28.0,1546.4,115.00755132669512,2010,11,11,12
north,email,Kitchen,Premium,low,high,medium,10809,122.4,2.55,0.2551,480.0,6441,0.0577,3.74,-1.3660254037844386,60.0,30138.09,85.98156432174764,2011,7,19,15
north,affiliate,General,Standard,medium,medium,medium,10810,8.5,4.25,0.0978,122.0,2749,0.144,2.27,1.3660254037844388,7.0,91.63,115.1260124678069,2010,2,2,11
north,affiliate,Kitchen,Premium,medium,low,low,10811,1.25,1.25,0.3615,90.0,808,0.0239,1.65,0.9999999999999998,21.0,906.35,104.1166783122436,2010,12,5,12
north,influencer,Seasonal,Premium,high,medium,high,10812,17.700000000000003,2.95,0.1478,827.0,19819,0.0435,2.6,0.9999999999999998,60.0,2869.85,186.34479340532863,2010,12,13,10
north,social media,General,Standard,medium,medium,medium,10813,17.700000000000003,2.95,0.3718,314.0,8818,0.1163,4.83,-0.3660254037844387,60.0,86.10000000000001,110.32560088448744,2010,5,14,14
north,search,Stationery,Standard,high,medium,low,10814,5.04,0.42,0.3045,140.0,1789,0.1951,2.81,1.3660254037844388,90.0,849.81,276.03324590318016,2011,2,4,11
north,social media,Stationery,Premium,medium,low,high,10815,3.9,1.95,0.133,658.0,13108,0.0318,5.39,1.3660254037844388,60.0,5316.69,151.83985135088412,2010,2,17,14
north,affiliate,General,Premium,low,high,medium,10816,24.75,8.25,0.1489,293.0,6814,0.0194,6.14,-0.3660254037844385,21.0,1595.85,78.87165627294812,2011,10,9,15
north,social media,Storage,Premium,low,high,high,10817,33.0,178.7495881557999,0.0132,269.0,28082,0.0599,4.67,-1.0000000000000002,7.0,13424.35,49.45246138932265,2011,9,27,13
north,search,Kitchen,Premium,medium,medium,medium,10818,5.96,1.49,0.0992,71.0,2705,0.0256,0.4,1.0,60.0,3708.29,164.33336641319593,2010,3,25,13
north,social media,General,Standard,low,medium,low,10819,4.95,4.95,0.3035,152.0,2134,0.0632,4.004003932226912,0.3660254037844379,21.0,238.13,88.8224865536678,2011,11,27,14
north,social media,General,Budget,medium,high,medium,10820,34.0,8.5,0.2709,276.0,4107,0.0257,0.42,-0.3660254037844385,28.0,74.8,119.906924342528,2011,10,11,12
north,email,General,Premium,medium,low,medium,10821,1.65,1.65,0.2928,232.0,8920,0.024,2.12,-0.3660254037844385,30.0,3474.4700000000003,119.26948880844608,2010,10,1,10
north,social media,General,Premium,medium,medium,high,10822,15.9,7.95,0.0418,678.0,10418,0.0095,6.3,0.3660254037844389,28.0,1227.2700000000002,117.94888012270548,2011,4,13,13
north,influencer,General,Standard,medium,low,high,10823,3.75,3.75,0.3259,410.0,14431,0.0653,6.82,0.3660254037844379,35.565597137138354,85.45,116.18314215749812,2010,11,12,11
north,search,General,Premium,low,medium,low,10824,4.95,4.95,0.2511,195.0,2011,0.03,4.62,-0.3660254037844385,30.0,1781.44,82.54271056703828,2010,10,27,15
north,affiliate,General,Premium,medium,medium,medium,10825,12.6,2.1,0.0207,319.0,3914,0.0841,1.19,-1.0,60.0,1447.7299999999998,159.87514739945357,2011,6,10,9
north,influencer,General,Premium,low,medium,low,10826,17.34,2.89,0.6,13.0,847,0.0204,6.1,0.3660254037844379,30.0,8391.24,76.93873777897073,2011,11,30,9
north,email,General,Premium,high,high,high,10827,35.400000000000006,2.95,0.23004464482458684,631.0,47117,0.1272,2.95,0.3660254037844379,90.0,8844.74,174.94228538979073,2011,11,10,14
north,influencer,General,Premium,medium,medium,medium,10828,5.8,1.45,0.3932,404.0,5079,0.0435,0.94,-1.3660254037844386,28.0,2846.57,148.5564651224297,2010,7,25,11
north,social media,Stationery,Premium,low,medium,medium,10829,17.700000000000003,2.95,0.2196,196.0,3846,0.0114,1.85,-1.0000000000000002,28.0,7098.18,99.12445916380446,2010,9,13,9
north,tv,Lighting,Premium,medium,medium,medium,10830,15.0,1.25,0.1125,226.0,5722,0.0062,2.27,-0.3660254037844385,28.0,2600.2,125.33776414576263,2011,10,27,15
north,influencer,Storage,Premium,high,medium,high,10831,17.700000000000003,2.95,0.23004464482458684,1490.0,72300,0.1642,4.13,0.3660254037844379,35.565597137138354,5339.75,216.3475762882292,2011,11,29,11
north,email,Kitchen,Premium,low,high,medium,10832,30.6,2.55,0.1036,273.0,5165,0.0818,5.28,-1.3660254037844386,35.565597137138354,2533.87,90.83167891930049,2010,7,16,12
north,affiliate,Stationery,Standard,medium,medium,low,10833,10.5,0.42,0.5159,27.0,796,0.0201,2.81,0.3660254037844389,60.0,140.76,109.5802283483357,2010,4,11,13
north,affiliate,General,Premium,high,low,high,10834,1.7,0.85,0.4631,798.0,15179,0.075,3.54,0.3660254037844389,60.0,437.65,166.43639522587628,2010,4,11,12
north,social media,General,Premium,low,high,low,10835,31.6,7.9,0.026,96.0,2429,0.0844,7.18,-1.3660254037844386,35.565597137138354,1815.69,61.88093985922616,2011,7,14,15
north,influencer,Storage,Premium,low,medium,medium,10836,15.3,2.55,0.5015,148.0,3593,0.1244,5.28,-1.0000000000000002,28.0,693.9,97.71889460639056,2010,9,13,0
north,search,Stationery,Premium,low,high,medium,10837,1600.9501764404515,3.75,0.2555,447.0,4881,0.0431,4.0,-1.0,7.0,2539.04,66.01287397925903,2010,6,18,11
north,email,Storage,Premium,medium,low,medium,10838,4.25,0.85,0.4256,393.0,5063,0.0493,6.38,-1.0,7.0,119.4,130.8677151641866,2010,6,21,14
north,search,General,Premium,medium,medium,medium,10839,17.700000000000003,2.95,0.2591,125.0,5733,0.0259,4.5,0.3660254037844389,28.0,4397.58,111.9812633351917,2011,4,14,17
north,affiliate,General,Premium,low,medium,high,10840,11.9,5.95,0.5581,361.0,10946,0.0097,4.36,-0.3660254037844387,28.0,2502.53,59.05196459679754,2010,5,23,14
north,influencer,General,Premium,medium,medium,high,10841,8.850000000000001,2.95,0.2684,601.0,13600,0.0335,6.13,-0.3660254037844385,30.0,1145.4199999999998,118.94451058436108,2011,10,27,13
north,social media,General,Premium,high,medium,medium,10842,5.8,1.45,0.0843,406.0,5560,0.0774,0.79,-1.0,30.0,1191.76,183.2840059588932,2010,6,30,13
north,tv,Seasonal,Premium,low,high,high,10843,23.6,2.95,0.1776,374.0,14586,0.0027,5.24,-0.3660254037844385,30.0,9579.63,92.5962870894324,2010,10,29,12
north,social media,General,Standard,medium,medium,low,10844,12.48,2.08,0.0258,57.0,910,0.0829,4.26,0.9999999999999998,7.0,1827.07,134.66618334543358,2011,12,2,14
north,affiliate,General,Premium,medium,low,high,10845,2.08,2.08,0.6,475.0,13604,0.0435,2.92,1.0,14.0,3372.72,110.86090890618686,2011,3,28,10
north,search,General,Premium,medium,high,low,10846,67.5,6.75,0.0667,244.0,1953,0.0665,6.89,1.0,7.0,1823.14,129.628939726548,2011,3,31,19
north,social media,General,Standard,high,high,medium,10847,85.32000000000001,0.79,0.2293,298.0,9378,0.0126,6.99,0.9999999999999998,21.0,671.5400000000001,217.9532611017361,2011,12,6,10
north,email,General,Premium,low,medium,medium,10848,4.95,4.95,0.2878,275.0,5245,0.0594,4.87,-1.3660254037844388,35.565597137138354,1781.44,79.01553245897239,2011,8,25,19
north,search,Kitchen,Premium,high,low,medium,10849,0.65,0.65,0.2629,311.0,5856,0.0051,5.92,0.3660254037844389,35.565597137138354,280.17999999999995,194.8031874245294,2010,4,14,0
north,search,Storage,Premium,high,high,high,10850,1229.4047031632922,0.55,0.3044,822.0,21008,0.0672,4.64,1.0,28.0,36687.55,337.238874319658,2010,3,24,12
north,social media,General,Premium,low,medium,medium,10851,11.25,3.75,0.2729,110.0,8527,0.0163,6.29,-0.3660254037844387,21.0,2879.69,82.3037257809597,2011,5,8,15
north,influencer,General,Premium,medium,medium,medium,10852,5.9,2.95,0.3137,439.0,8696,0.0421,1.53,1.3660254037844388,30.0,3042.54,141.26888607796474,2010,2,21,15
north,influencer,Stationery,Premium,low,high,high,10853,19.8,4.95,0.2107,329.0,18283,0.019,4.75,-1.0,90.0,569.9499999999999,79.90916415430681,2010,6,7,9
north,email,General,Premium,medium,low,low,10854,1.16,0.29,0.2536,18.0,404,0.0625,4.48,-1.3660254037844386,60.0,172.6,115.81694796137336,2010,7,11,13
north,search,General,Premium,high,low,medium,10855,1.25,1.25,0.1343,149.0,6170,0.1257,3.79,0.9999999999999998,21.0,32315.37,179.53041067764926,2010,12,19,13
north,search,Kitchen,Standard,medium,low,medium,10856,2.95,2.95,0.1877,480.0,8588,0.0423,4.51,0.9999999999999998,21.0,159.79999999999998,121.82622173992834,2010,12,6,14
north,tv,Storage,Premium,medium,medium,high,10857,15.0,1.25,0.6,689.0,16990,0.0139,1.5,1.3660254037844386,30.0,2883.81,136.79296340977845,2010,1,29,10
north,email,Seasonal,Premium,medium,medium,medium,10858,15.0,3.75,0.1615,500.0,3656,0.0128,4.93,1.3660254037844386,60.0,605.19,117.27912544915502,2010,1,10,13
north,social media,Storage,Premium,medium,high,high,10859,23.8,5.95,0.1567,300.0,17274,0.0528,3.81,0.9999999999999998,35.565597137138354,31765.54,132.95712292593336,2010,12,14,14
north,influencer,Storage,Premium,high,high,high,10860,358.0,1.79,0.3001,344.0,14230,0.0768,1.97,-0.3660254037844387,60.0,59076.32,192.63267104757853,2011,5,26,10
north,email,Stationery,Premium,high,medium,medium,10861,5.04,0.42,0.1367,177.0,2860,0.0036,4.2,-1.0,60.0,2712.04,200.5057948401704,2010,6,3,13
central,social media,Stationery,Standard,high,medium,medium,10862,10.5,0.42,0.4217,148.0,3589,0.0214,3.52,-0.3660254037844385,14.0,1057.18,204.2583291853892,2010,10,1,9
north,social media,General,Premium,low,medium,low,10863,4.95,4.95,0.23004464482458684,26.0,368,0.0645,5.88,1.3660254037844388,7.0,64227.06,93.401998908723,2011,2,1,13
north,search,Kitchen,Standard,high,medium,medium,10864,5.1,0.85,0.2559,266.0,8743,0.0415,7.24,0.3660254037844379,90.0,1678.47,173.66552004565202,2010,11,8,14
north,social media,General,Premium,medium,medium,medium,10865,12.75,12.75,0.0853,251.0,3523,0.1889,2.2,0.9999999999999998,14.0,393.25,149.5442388834849,2009,12,10,17
north,social media,Storage,Premium,low,high,medium,10866,19.9,9.95,0.3744,182.0,4071,0.0162,3.65,0.3660254037844379,14.0,2367.46,96.0518350169226,2010,11,10,12
north,social media,General,Standard,medium,low,low,10867,2.95,2.95,0.0286,97.0,961,0.0114,1.47,-1.3660254037844386,30.0,208.8,115.390141811475,2010,7,8,17
north,influencer,General,Premium,medium,medium,medium,10868,7.95,7.95,0.2923,193.0,4957,0.0828,6.79,0.3660254037844389,30.0,1559.37,108.90672849767356,2010,4,18,10
north,search,Seasonal,Premium,high,high,low,10869,20.16,0.42,0.03,91.0,1956,0.114,2.04,-0.3660254037844385,7.0,31276.46,241.2749436954128,2010,10,5,11
north,search,General,Premium,medium,low,low,10870,0.65,0.65,0.426,135.0,1270,0.0476,4.42,0.9999999999999998,21.0,2370.67,151.31722757238333,2010,12,9,13
north,search,General,Premium,high,medium,low,10871,10.08,0.42,0.578,81.0,1451,0.0774,3.3,-0.3660254037844385,35.565597137138354,11862.77,180.00526638271273,2011,10,5,15
north,search,General,Standard,low,medium,low,10872,5.45,5.45,0.4365,17.0,685,0.0115,2.11,0.3660254037844389,21.0,616.3100000000001,74.2781821984759,2010,4,22,14
north,email,General,Premium,medium,medium,high,10873,17.9,8.95,0.0487,365.0,12338,0.062,6.5,1.0,60.0,5099.2,121.37194699334592,2011,3,9,8
north,search,Stationery,Premium,medium,medium,high,10874,9.95,9.95,0.23004464482458684,301.0,13947,0.0736,6.69,1.3660254037844388,90.0,65216.24,104.95507329684392,2011,2,3,14
north,search,Kitchen,Standard,medium,low,medium,10875,1.7,0.85,0.4252,209.0,2576,0.1101,2.3,-1.0,14.0,482.86,162.67293036373266,2011,6,24,10
north,affiliate,Stationery,Premium,high,high,high,10876,68.0,0.34,0.1244,302.0,19256,0.0328,0.45,-1.0000000000000002,28.0,1781.44,240.6438107980784,2010,9,13,12
north,email,Kitchen,Premium,medium,medium,medium,10877,10.0,1.25,0.0329,216.0,4536,0.0388,5.5,0.9999999999999998,60.0,117.05,154.99114609267235,2009,12,3,14
north,search,General,Premium,medium,medium,medium,10878,12.6,2.1,0.1745,377.0,3852,0.0395,1.53,-0.3660254037844385,7.0,692.51,122.3360120873792,2010,10,12,12
north,social media,Storage,Premium,high,medium,medium,10879,15.3,2.55,0.1163,417.0,6116,0.1272,1.85,0.9999999999999998,35.565597137138354,3911.74,200.4509804648422,2011,12,5,11
north,email,General,Premium,low,low,medium,10880,2.1,2.1,0.6,246.0,5667,0.0138,6.57,-0.3660254037844385,30.0,1884.42,71.65940876522308,2011,10,16,16
north,search,Storage,Budget,high,medium,low,10881,11.9,0.55,0.3111,127.0,1272,0.026,2.4,-0.3660254037844385,21.0,135.15,173.62330625022966,2010,10,26,13
north,affiliate,General,Standard,low,medium,high,10882,4.95,4.95,0.1659,350.0,10347,0.0924,4.86,-0.3660254037844385,30.0,42.3,81.41975736185952,2011,10,16,12
north,social media,Storage,Premium,medium,medium,high,10883,11.9,1.65,0.1889,705.0,17634,0.0345,5.74,-1.0000000000000002,7.0,3020.38,129.5617397127157,2011,9,22,13
north,search,Kitchen,Premium,medium,low,high,10884,2.1,2.1,0.08,410.0,10464,0.0647,3.32,-0.3660254037844385,30.0,3437.55,144.8645703097008,2011,10,10,12
north,search,Lighting,Standard,medium,medium,low,10885,17.700000000000003,2.95,0.2774,84.0,2153,0.0268,4.53,0.9999999999999998,30.0,659.3800000000001,107.5979043386042,2010,12,6,12
north,affiliate,Storage,Premium,medium,low,medium,10886,2.49,0.83,0.3143,250.0,6872,0.0575,0.3,-1.3660254037844388,7.0,1181.77,143.99932827926858,2011,8,7,12
north,social media,Storage,Premium,high,medium,medium,10887,16.5,1.65,0.23004464482458684,664.0,4988,0.0174,2.43,0.3660254037844389,60.0,1608.36,195.1596073386754,2010,4,30,12
north,email,Seasonal,Premium,high,low,medium,10888,3.4,0.85,0.0455,305.0,7437,0.0059,2.64,0.3660254037844379,21.0,1344.0400000000002,172.6731725249998,2010,11,11,12
north,tv,General,Premium,low,medium,medium,10889,17.4,1.45,0.2857,262.0,6234,0.0066,2.11,-1.0000000000000002,7.0,23295.01,91.3468706675948,2011,9,12,14
north,search,General,Premium,low,medium,high,10890,14.98,7.49,0.2755,626.0,18712,0.0246,3.88,-0.3660254037844387,7.0,3967.2,79.85264365990474,2010,5,6,15
north,influencer,General,Standard,medium,medium,high,10891,8.7,1.45,0.4524,508.0,13018,0.0028,3.78,-1.0000000000000002,7.0,278.9,113.1265004214172,2010,9,3,12
north,social media,Storage,Premium,high,high,medium,10892,113.76,0.79,0.5253,463.0,6961,0.0338,2.76,-0.3660254037844387,35.565597137138354,17398.1,215.0424489336435,2011,5,10,13
north,affiliate,General,Premium,low,high,high,10893,19.8,4.95,0.2538,631.0,15926,0.0804,8.05,-0.3660254037844385,30.0,260.05,75.78571286297414,2010,10,18,15
north,influencer,General,Premium,low,medium,low,10894,7.5,102.541399867298,0.517,83.0,926,0.0404,2.35,1.3660254037844386,35.565597137138354,8691.88,77.15417317235806,2011,1,27,15
north,search,Storage,Standard,high,medium,medium,10895,5.0,1.25,0.1952,500.0,5771,0.0741,4.42,-0.3660254037844385,21.0,1731.9,171.05587057988438,2011,10,25,14
north,social media,General,Premium,low,medium,low,10896,13.2,1.65,0.3239,43.0,876,0.0372,3.24,-1.0000000000000002,30.0,28580.65,87.00629262281836,2010,9,2,16
north,search,General,Premium,low,low,low,10897,2.5,1.25,0.2757,100.0,867,0.0229,5.79,-1.3660254037844388,60.0,1781.44,93.891711754562,2011,8,28,13
north,social media,Storage,Standard,medium,low,medium,10898,0.83,0.83,0.444,214.0,2602,0.0257,7.13,0.3660254037844379,7.0,569.0300000000001,146.56932521341983,2011,11,4,13
north,email,General,Premium,high,low,high,10899,0.95,0.95,0.4045,800.0,29129,0.0136,0.67,0.3660254037844389,60.0,511.87,178.30949631773916,2011,4,21,10
north,social media,General,Premium,high,low,medium,10900,0.85,0.85,0.0667,264.0,3736,0.0853,6.25,-1.3660254037844386,21.0,966.77,173.4219868726297,2010,7,11,12
north,social media,Seasonal,Premium,high,high,medium,10901,25.0,1.25,0.2773,359.0,5401,0.0447,5.71,0.9999999999999998,60.0,642.7,173.56022059513336,2009,12,14,10
north,search,Storage,Premium,high,medium,medium,10902,8.5,0.85,0.1274,365.0,6265,0.1055,7.44,0.3660254037844379,60.0,2592.57,214.0234479651868,2010,11,10,13
north,email,General,Premium,low,low,medium,10903,2.55,2.55,0.2593,217.0,2719,0.0154,5.93,0.3660254037844379,28.0,5305.89,87.40613890194065,2010,11,25,13
east,social media,General,Premium,medium,high,medium,10904,99.6,4.15,0.0621,426.0,4247,0.1018,3.74,-1.0000000000000002,21.0,3285.24,110.94690366586283,2011,9,13,15
north,social media,Seasonal,Premium,high,low,medium,10905,1.17,0.39,0.174,222.0,5492,0.0717,7.3,-1.0000000000000002,14.0,108.68,220.66137691741065,2011,9,9,14
north,email,Seasonal,Premium,medium,medium,low,10906,8.25,1.65,0.2624,300.0,1708,0.0032,2.13,-0.3660254037844385,21.0,5539.27,121.77492182854536,2011,10,5,12
north,search,General,Standard,low,low,low,10907,2.08,2.08,0.222,62.0,1466,0.0936,3.87,-1.0000000000000002,21.0,1781.44,89.11919252036132,2011,9,7,11
north,email,General,Premium,medium,medium,medium,10908,11.7,1.95,0.1846,269.0,3533,0.0506,2.33,0.3660254037844389,14.0,7230.76,145.31694532956118,2011,4,14,10
north,affiliate,Seasonal,Premium,high,medium,low,10909,7.6,0.19,0.014,156.0,1560,0.0828,2.95,-0.3660254037844385,7.0,59404.58,310.12644139148426,2011,10,23,15
north,email,Storage,Premium,low,medium,low,10910,12.75,4.25,0.4238,25.0,567,0.0435,5.38,-0.3660254037844385,35.565597137138354,773.0,63.39029786472226,2010,10,1,14
north,social media,General,Budget,medium,medium,medium,10911,17.700000000000003,2.95,0.3191,125.0,6209,0.018,1.94,-0.3660254037844385,30.0,509.01,115.47749862647052,2011,10,26,12
north,email,General,Standard,medium,medium,medium,10912,8.5,0.85,0.5346,266.0,5154,0.0435,7.05,-1.0000000000000002,14.0,160.43,107.7952829426956,2011,9,4,13
north,email,Stationery,Premium,high,medium,medium,10913,5.04,0.42,0.2822,125.0,2565,0.1639,2.49,1.3660254037844388,90.0,3237.36,236.8277091714186,2011,2,23,13
north,affiliate,General,Premium,low,high,low,10914,29.700000000000003,4.95,0.3681,224.0,2005,0.1864,5.37,-1.3660254037844388,14.0,4616.21,70.01319856822616,2010,8,3,10
central,search,General,Premium,medium,high,low,10915,20.4,0.85,0.23004464482458684,69.0,836,0.0064,1.33,-1.3660254037844386,14.0,2094.09,111.37907892848465,2010,7,14,10
north,email,Storage,Premium,high,low,low,10916,2.52,0.42,0.217,73.0,2314,0.0471,2.06,1.3660254037844388,60.0,5951.320000000001,188.97325505286304,2011,2,17,16
north,search,General,Premium,high,medium,low,10917,6.25,1.25,0.1504,431.0,2256,0.049,3.37,1.3660254037844388,21.0,2104.52,174.81020683626457,2011,2,20,14
north,email,Kitchen,Premium,low,medium,high,10918,15.3,2.55,0.0469,324.0,15777,0.0196,4.63,-1.3660254037844388,21.0,11050.77,75.78636546767643,2011,8,24,9
north,affiliate,Storage,Premium,low,low,medium,10919,1.25,1.25,0.4578,168.0,4150,0.043,5.19,-0.3660254037844385,30.0,761.35,93.2768484585205,2010,10,13,16
north,email,Storage,Premium,low,medium,low,10920,15.3,7.65,0.1507,21.0,533,0.0541,8.52,-1.0,7.0,68537.38,43.7517239818596,2010,6,30,13
north,influencer,General,Premium,low,low,low,10921,2.1,2.1,0.4098,22.0,604,0.0497,4.69,0.3660254037844389,14.0,831.26,72.28729254889474,2010,4,18,15
north,email,Storage,Premium,low,medium,low,10922,17.700000000000003,2.95,0.0976,41.0,410,0.042,4.31,-0.3660254037844385,21.0,1571.97,78.05703239018231,2010,10,12,8
east,search,Stationery,Premium,high,medium,medium,10923,11.9,0.42,0.322,301.0,7399,0.018,1.1,1.3660254037844386,60.0,2557.76,251.9283111961158,2011,1,7,14
north,affiliate,Storage,Standard,medium,medium,low,10924,5.0,1.25,0.2886,269.0,374,0.0867,2.75,1.0,60.0,5.0,137.3890155652181,2010,3,4,12
north,search,Storage,Budget,high,medium,high,10925,13.2,0.55,0.3974,570.0,10280,0.0197,0.58,-1.0000000000000002,28.0,271.18,246.6067898063415,2011,9,15,15
north,influencer,Storage,Premium,high,high,high,10926,72.0,0.72,0.1075,601.0,11710,0.0021,0.84,1.0,60.0,5991.9,309.5130340232876,2011,3,9,11
north,email,General,Premium,medium,high,low,10927,801.0626767323912,1.65,0.23004464482458684,78.0,879,0.0199,4.54,1.0,7.0,822.7399999999999,140.48413511172305,2011,3,22,15
north,search,Seasonal,Premium,high,high,high,10928,162.72,3.39,0.0752,500.0,15738,0.0103,2.7,0.9999999999999998,30.0,22864.120000000003,178.65126662542343,2010,12,2,16
north,search,General,Premium,medium,medium,low,10929,7.95,7.95,0.2102,56.0,585,0.0763,3.14,-0.3660254037844387,60.0,14290.240000000002,107.2735561984882,2010,5,18,11
north,email,General,Premium,medium,low,medium,10930,2.95,2.95,0.5141,269.0,3716,0.0964,5.93,0.3660254037844379,90.0,27218.79,107.9860052067358,2010,11,23,11
north,search,General,Premium,low,low,low,10931,1.95,1.95,0.3879,34.0,1277,0.1008,4.3,0.9999999999999998,90.0,352.83,94.9278510869698,2011,12,6,14
north,social media,General,Premium,high,high,medium,10932,21.0,2.1,0.1509,438.0,7660,0.0855,1.11,0.3660254037844379,60.0,3579.09,207.89713924017377,2010,11,18,19
north,search,General,Premium,low,medium,medium,10933,18.75,6.25,0.23004464482458684,160.0,4157,0.0317,3.7,-0.3660254037844387,28.0,1342.49,97.96671241484738,2011,5,23,9
north,tv,General,Premium,low,medium,medium,10934,9.95,9.95,0.2546,243.0,7634,0.0329,5.29,-1.3660254037844386,21.0,4978.96,49.16833756834993,2011,7,22,13
north,affiliate,General,Premium,medium,medium,low,10935,12.5,1.25,0.4818,101.0,1867,0.0411,5.86,0.3660254037844389,28.0,4823.83,107.42302153211664,2011,4,20,12
north,email,Storage,Budget,low,medium,low,10936,5.0,1.25,0.1816,25.0,610,0.0084,3.95,0.3660254037844379,60.0,149.85,94.37871551686004,2011,11,13,15
north,tv,Seasonal,Premium,medium,medium,medium,10937,15.0,1.25,0.1238,271.0,5475,0.0435,4.91,0.3660254037844379,90.0,684.24,139.8658542896244,2010,11,16,14
north,affiliate,Kitchen,Premium,low,low,medium,10938,3.75,3.75,0.0122,182.0,5341,0.0005,5.1,-1.0,30.0,25944.92,69.04427628906903,2011,6,13,13
north,email,Seasonal,Premium,low,medium,medium,10939,17.0,0.85,0.4324,53.0,2822,0.0103,3.31,-0.3660254037844385,60.0,1781.44,98.80650027323829,2010,10,3,15
north,search,Seasonal,Standard,low,medium,low,10940,12.75,12.75,0.3943,162.0,2260,0.0314,2.75,-1.3660254037844388,30.0,1042.71,45.14361895520752,2010,8,19,16
north,email,Storage,Standard,low,high,medium,10941,39.8,9.95,0.6,182.0,3202,0.0579,5.53,1.3660254037844386,30.0,281.61,77.98306538947448,2011,1,13,10
north,search,Storage,Premium,low,medium,medium,10942,6.24,2.08,0.3353,377.0,3703,0.0206,6.56,-1.3660254037844386,7.0,1098.7,75.17318402275937,2011,7,6,17
north,search,General,Standard,medium,high,high,10943,38.25,12.75,0.0755,1314.0,37393,0.0156,4.42,0.3660254037844379,28.0,722.4499999999999,131.47705442649945,2010,11,21,15
north,email,General,Premium,medium,high,medium,10944,204.0,8.5,0.4817,322.0,2738,0.0465,4.004003932226912,0.9999999999999998,21.0,234.24,119.85248822488076,2010,12,12,14
north,influencer,General,Standard,medium,low,low,10945,2.08,2.08,0.1949,62.0,861,0.0377,3.65,0.3660254037844379,14.0,492.79,104.17091319661246,2011,11,14,11
north,email,Storage,Premium,medium,medium,high,10946,16.5,1.65,0.3488,845.0,11902,0.0186,5.3,1.0,90.0,12288.28,152.23173996192764,2010,3,17,12
north,influencer,General,Premium,high,medium,high,10947,16.5,1.65,0.1079,512.0,28613,0.0077,3.96,0.3660254037844389,30.0,725.4,177.03370887144092,2010,4,6,9
north,email,Storage,Premium,medium,medium,medium,10948,17.700000000000003,2.95,0.1802,326.0,4981,0.0124,3.79,-0.3660254037844385,28.0,176994.06000000003,102.08027066815052,2010,10,22,9
north,social media,Seasonal,Premium,high,medium,medium,10949,16.8,2.1,0.1637,363.0,3290,0.0255,1.86,0.3660254037844389,30.0,3191.76,165.4793927702299,2011,4,3,14
north,tv,Kitchen,Premium,low,medium,high,10950,11.8,2.95,0.2713,647.0,24495,0.0596,5.87,0.3660254037844379,28.0,3214.94,94.96478588349116,2010,11,22,14
north,affiliate,Lighting,Premium,medium,medium,medium,10951,5.0,1.25,0.1819,441.0,8143,0.0581,6.47,-1.0,7.0,35918.26,126.30154912485868,2010,6,8,13
north,search,General,Premium,medium,medium,medium,10952,15.0,1.25,0.0844,201.0,2710,0.0177,2.71,-1.3660254037844388,7.0,11167.6,108.9764393588874,2011,8,23,11
north,email,General,Premium,low,medium,medium,10953,5.9,2.95,0.6,125.0,4789,0.0906,6.94,1.3660254037844386,90.0,1306.37,89.35280981714456,2011,1,25,13
